interaction_id,call_id,lead_id,enquiry_ref,customer_id,interaction_date,created_at,month,source_channel,campaign_name,medium,device_type,region,call_count,lead_count,qualified_calls,qualified_leads,is_sales_qualified,opportunities,closed_won_count,booked_jobs,converted_flag,media_cost_aud,sales_value_aud,job_value_aud,revenue_aud,provided_qualified_rate_pct,provided_conversion_rate_pct,call_status,lead_status,outcome_status
INT-00331,,,ENQ-07165,CUST-DUP-03,2025-12-24,2025-12-24T11:17:00,2025-12,Direct,Returning Visitors,direct,Desktop,SA,3,4,1,2,1,0,0,0,0,,,,,50,0,answered,qualified,booked
INT-00332,,LEAD-050374,ENQ-07165,CUST-01110,2026-03-18,2026-03-18T11:44:00,2026-03,Paid Social,Lookalike Call Trial,cpc,Desktop,SA,6,3,4,1,1,0,0,0,0,710.42,,,,33.33,0,missed,qualified,no_answer
INT-00333,CALL-030332,LEAD-050375,ENQ-07166,CUST-01126,2025-12-20,2025-12-20T09:08:00,2025-12,Paid Search,Brand Protect AU,cpc,Mobile,SA,2,4,4,2,1,1,0,1,1,350.01,1105.62,1740.15,,50,0,abandoned,opportunity,booked
INT-00334,CALL-030333,LEAD-050376,ENQ-07166,CUST-01115,2025-12-25,2025-12-25T09:10:00,2025-12,Referral,Partner Network,REFERRAL,Mobile,WA,0,7,0,3,1,1,0,0,0,,1482.82,,,42.86,0,missed,opportunity,pending
INT-00335,CALL-030334,LEAD-050377,ENQ-07167,CUST-01120,2026-03-08,2026-03-08T16:00:00,2026-03,Paid Search,High Intent Search,cpc,Mobile,TAS,5,2,3,1,1,0,0,0,0,321.45,,,,50,0,abandoned,qualified,booked
INT-00336,CALL-030335,,ENQ-07167,CUST-01117,2026-01-06,2026-01-06T15:16:00,2026-01,Paid Search,Brand Protect AU,cpc,Mobile,QLD,0,0,0,0,1,0,0,0,0,0,,,,,,missed,new,lost
INT-00337,CALL-030336,LEAD-050379,ENQ-07168,CUST-01115,2026-01-13,2026-01-13T14:44:00,2026-01,Paid Social,Lookalike Call Trial,cpc,Desktop,TAS,3,0,1,0,1,0,0,0,0,216.39,,,,,,voicemail,new,no_answer
INT-00338,CALL-030337,LEAD-050380,ENQ-07168,CUST-01123,2026-02-15,2026-02-15T17:14:00,2026-02,Direct,Direct / Unknown,direct,Tablet,VIC,3,1,1,0,1,0,0,0,0,,,,,0,0,voicemail,opportunity,pending
INT-00339,CALL-030338,LEAD-050381,ENQ-07169,CUST-01124,2026-03-22,2026-03-22T15:01:00,2026-03,Organic Search,Content Hub,organic,Tablet,VIC,2,1,0,0,0,0,0,0,0,,,,,0,0,voicemail,disqualified,booked
INT-00340,CALL-030339,,ENQ-07169,CUST-01120,2025-12-19,2025-12-19T15:29:00,2025-12,Direct,Returning Visitors,direct,Mobile,NSW,1,2,0,0,0,0,0,0,0,,,,,0,122,voicemail,new,lost
INT-00341,CALL-030340,LEAD-050384,ENQ-DUP-020,CUST-01119,2026-02-26,2026-02-26T10:01:00,2026-02,Organic Search,Organic Maps,organic,Desktop,NSW,0,1,0,0,0,0,0,0,0,,,,,0,0,answered,disqualified,no_answer
INT-00342,,LEAD-050385,ENQ-07170,CUST-DUP-04,2026-01-02,2026-01-02T17:24:00,2026-01,organic search,SEO Local Pages,organic,Tablet,QLD,2,2,0,0,1,0,0,0,0,,,,,0,0,missed,closed_won,pending
INT-00343,CALL-030342,,ENQ-07171,CUST-01125,2026-01-27,2026-01-27T15:48:00,2026-01,Paid Search,High Intent Search,cpc,Mobile,QLD,2,3,1,1,1,1,0,0,0,359.97,1666.75,,,33.33,0,voicemail,opportunity,pending
INT-00344,CALL-030343,LEAD-050387,ENQ-07171,CUST-01123,2026-01-05,2026-01-05T12:29:00,2026-01,Paid Social,Meta Lead Gen NSW,cpc,Mobile,TAS,5,1,3,0,1,1,0,0,0,,1930.62,,,0,0,voicemail,opportunity,won
INT-00345,CALL-030344,,ENQ-07172,CUST-01129,2026-03-25,2026-03-25T17:16:00,2026-03,Email,Nurture Reactivation,email,Desktop,NSW,3,4,2,2,1,1,0,1,1,,393.04,511.8,,50,,missed,opportunity,booked
INT-00346,CALL-030345,LEAD-050389,ENQ-07172,CUST-01123,2026-02-04,2026-02-04T08:24:00,2026-02,Organic Search,Content Hub,organic,Desktop,TAS,0,5,0,1,1,0,0,0,0,,,,,,0,voicemail,qualified,lost
INT-00347,,LEAD-050390,ENQ-07173,CUST-01120,2026-03-15,2026-03-15T13:00:00,2026-03,Email,Nurture Reactivation,email,Tablet,WA,3,6,0,1,1,0,0,0,0,,,,,16.67,0,abandoned,qualified,booked
INT-00348,CALL-030347,LEAD-050392,ENQ-07173,CUST-01127,2026-01-21,2026-01-21T09:42:00,2026-01,Organic Search,SEO Local Pages,organic,Tablet,SA,3,2,2,0,1,0,0,0,0,,,,,0,0,answered,new,won
INT-00349,CALL-030348,,ENQ-07174,CUST-01121,2026-01-06,2026-01-06T10:53:00,2026-01,Paid Social,LOOKALIKE CALL TRIAL,cpc,Mobile,QLD,5,2,2,1,1,0,0,1,1,318.84,,1607.28,,50,0,answered,qualified,booked
INT-00350,CALL-030349,LEAD-050394,ENQ-07174,CUST-01133,2026-02-02,2026-02-02T16:15:00,2026-02,Paid Search,Brand Protect AU,cpc,Desktop,SA,3,3,0,0,0,0,0,0,0,278.58,,,,0,0,voicemail,opportunity,pending
INT-00351,CALL-030350,,ENQ-07175,CUST-01119,2026-01-23,2026-01-23T10:09:00,2026-01,Paid Social,Meta Lead Gen NSW,cpc,Desktop,NSW,3,5,0,1,1,0,0,1,1,579.56,,1937.07,,20,0,abandoned,qualified,booked
INT-00352,CALL-030351,LEAD-050396,ENQ-07175,CUST-01117,2025-12-22,2025-12-22T09:32:00,2025-12,Paid Social,Meta Lead Gen NSW,cpc,Desktop,WA,3,4,1,1,1,0,0,0,0,374.31,,,,25,,missed,qualified,no_answer
INT-00353,CALL-030352,LEAD-050397,ENQ-07176,CUST-DUP-05,2025-12-22,2025-12-22T12:24:00,2025-12,Organic Search,Organic Maps,organic,Tablet,WA,3,4,1,1,1,0,0,0,0,,,,,25,0,voicemail,qualified,no_answer
INT-00354,CALL-030353,LEAD-050398,ENQ-07176,CUST-01120,2026-03-18,2026-03-18T10:53:00,2026-03,Paid Search,Emergency Lead Capture,cpc,Mobile,NSW,5,6,3,3,1,1,0,0,0,681.88,1279.26,,,50,0,abandoned,opportunity,won
INT-00355,CALL-030354,LEAD-050400,ENQ-07177,CUST-01122,2026-02-14,2026-02-14T10:10:00,2026-02,Email,Newsletter Promo,email,Mobile,QLD,2,0,0,0,0,0,0,0,0,,,,,,,voicemail,disqualified,no_answer
INT-00356,,LEAD-050401,ENQ-07177,CUST-01133,2026-03-08,2026-03-08T13:58:00,2026-03,Direct,Direct / Unknown,direct,Tablet,WA,1,0,0,0,0,0,0,1,1,,,901.76,,,,missed,closed_lost,booked
INT-00357,CALL-030356,LEAD-050402,ENQ-07178,CUST-01119,2026-02-14,2026-02-14T10:22:00,2026-02,Paid Search,Brand Protect AU,cpc,Mobile,QLD,3,3,1,2,1,2,0,0,0,382.97,3402.43,,,66.67,0,abandoned,opportunity,lost
INT-00358,,LEAD-050403,ENQ-DUP-021,CUST-01127,2026-01-02,2026-01-02T16:16:00,2026-01,Display,Display Awareness,display,Tablet,SA,4,3,2,1,1,0,0,0,0,386.79,,,,33.33,0,voicemail,qualified,booked
INT-00359,CALL-030358,,ENQ-07179,CUST-01125,2026-01-04,2026-01-04T13:16:00,2026-01,Paid Search,High Intent Search,cpc,Tablet,SA,2,5,1,1,1,0,0,0,0,,,,,20,0,missed,qualified,no_answer
INT-00360,CALL-030359,LEAD-050405,ENQ-07179,CUST-01132,2025-12-28,2025-12-28T11:39:00,2025-12,Organic Search,SEO Local Pages,organic,Mobile,SA,2,4,0,0,0,0,0,0,0,,,,,0,0,voicemail,disqualified,won
INT-00361,CALL-030360,LEAD-050406,ENQ-07180,CUST-01122,2026-01-06,2026-01-06T16:12:00,2026-01,Direct,Direct / Unknown,direct,Mobile,VIC,2,1,1,0,1,0,0,0,0,,,,,0,0,missed,opportunity,pending
INT-00362,CALL-030361,LEAD-050407,ENQ-07180,CUST-01122,2026-03-25,2026-03-25T09:05:00,2026-03,Paid Search,High Intent Search,cpc,Tablet,WA,4,1,2,0,1,0,0,0,0,,,,,0,0,missed,disqualified,won
INT-00363,CALL-030362,LEAD-050409,ENQ-07181,CUST-01137,2026-02-09,2026-02-09T15:46:00,2026-02,Direct,Returning Visitors,direct,Tablet,NSW,2,4,1,1,1,0,0,0,0,,,,,25,0,answered,qualified,won
INT-00364,CALL-030363,,ENQ-07181,CUST-DUP-06,2026-02-12,2026-02-12T15:56:00,2026-02,Paid Social,Lookalike Call Trial,cpc,Desktop,TAS,5,4,2,1,1,0,0,1,1,871.62,,2153.88,,25,0,answered,qualified,booked
INT-00365,CALL-030364,LEAD-050411,ENQ-07182,CUST-01121,2026-01-12,2026-01-12T08:54:00,2026-01,Paid Social,Retargeting Social,cpc,Mobile,VIC,1,6,0,2,1,0,0,0,0,350.94,,,,33.33,0,abandoned,qualified,won
INT-00366,,LEAD-050412,ENQ-07182,CUST-01137,2026-02-16,2026-02-16T12:48:00,2026-02,Referral,Broker Referral,referral,Desktop,SA,2,6,0,2,1,1,0,0,0,,1707.18,,,33.33,0,abandoned,opportunity,won
INT-00367,CALL-030366,LEAD-050413,ENQ-07183,CUST-01123,2026-01-01,2026-01-01T09:55:00,2026-01,Paid Search,Emergency Lead Capture,cpc,Desktop,WA,5,1,2,0,1,1,0,0,0,510.41,,,,0,0,abandoned,opportunity,won
INT-00368,,LEAD-050414,ENQ-07183,CUST-01130,2026-03-18,2026-03-18T14:51:00,2026-03,Paid Search,Brand Protect AU,cpc,Tablet,QLD,4,4,2,2,1,0,0,0,0,421.65,,,,50,0,missed,qualified,no_answer
INT-00369,,,ENQ-07184,CUST-01129,2025-12-30,2025-12-30T08:46:00,2025-12,Referral,Partner Network,referral,Mobile,WA,2,5,0,1,1,0,0,0,0,,,,,20,0,answered,qualified,lost
INT-00370,CALL-030369,LEAD-050416,ENQ-07184,CUST-01132,2026-01-19,2026-01-19T15:15:00,2026-01,Email,Quote Follow Up,email,Desktop,NSW,2,2,0,0,1,0,0,0,0,,,,,0,0,missed,disqualified,booked
INT-00371,,,ENQ-07185,CUST-01128,2026-02-27,2026-02-27T14:12:00,2026-02,Paid Search,Emergency Lead Capture,CPC,Tablet,QLD,5,2,3,0,1,0,0,0,0,344.1,,,,0,0,answered,closed_won,booked
INT-00372,CALL-030371,LEAD-050419,ENQ-07185,CUST-01137,2025-12-18,2025-12-18T10:44:00,2025-12,Paid Search,Emergency Lead Capture,cpc,Tablet,VIC,3,3,0,1,1,0,0,0,0,291.83,,,,33.33,0,answered,qualified,won
INT-00373,CALL-030372,LEAD-050420,ENQ-07186,CUST-01128,2026-01-21,2026-01-21T10:16:00,2026-01,paid search,Brand Protect AU,cpc,Desktop,VIC,5,1,2,0,1,1,0,0,0,,819.58,,,0,0,missed,opportunity,lost
INT-00374,CALL-030373,,ENQ-07186,CUST-01126,2026-01-29,2026-01-29T13:07:00,2026-01,Email,Quote Follow Up,email,Desktop,NSW,3,4,0,1,1,0,0,0,0,,,,,,0,abandoned,qualified,booked
INT-00375,CALL-030374,,ENQ-DUP-022,CUST-DUP-07,2026-03-27,2026-03-27T12:46:00,2026-03,Display,Programmatic Retargeting,display,Desktop,VIC,1,2,0,1,1,0,0,0,0,138.32,,,,50,0,answered,qualified,pending
INT-00376,CALL-030375,,ENQ-07187,CUST-01139,2026-02-06,2026-02-06T17:56:00,2026-02,Paid Search,Emergency Lead Capture,cpc,Tablet,WA,3,5,1,3,1,1,0,1,1,618.58,,2446.33,,60,0,abandoned,opportunity,booked
INT-00377,CALL-030376,LEAD-050424,ENQ-07188,CUST-01125,2026-01-06,2026-01-06T17:13:00,2026-01,Paid Search,Emergency Lead Capture,cpc,Desktop,VIC,0,4,0,1,1,0,0,0,0,228.28,,,,25,0,abandoned,qualified,won
INT-00378,,,ENQ-07188,CUST-01129,2026-02-15,2026-02-15T15:50:00,2026-02,Referral,BROKER REFERRAL,referral,Mobile,SA,3,1,1,0,1,0,0,0,0,,,,,0,0,voicemail,new,booked
INT-00379,CALL-030378,LEAD-050427,ENQ-07189,CUST-01139,2026-02-13,2026-02-13T16:44:00,2026-02,Organic Search,Organic Maps,organic,Tablet,QLD,3,4,1,1,1,0,0,0,0,,,,,25,0,missed,qualified,no_answer
INT-00380,CALL-030379,,ENQ-07189,CUST-01129,2025-12-16,2025-12-16T16:23:00,2025-12,Referral,Affiliate Warm Leads,referral,Mobile,SA,2,6,1,2,1,1,0,0,0,,769.14,,,33.33,0,voicemail,opportunity,won
INT-00381,CALL-030380,LEAD-050429,ENQ-07190,CUST-01142,2026-01-10,2026-01-10T10:28:00,2026-01,Email,Quote Follow Up,email,Tablet,VIC,2,4,0,1,1,0,0,0,0,,,,,25,0,answered,qualified,pending
INT-00382,,LEAD-050430,ENQ-07190,CUST-01144,2026-02-13,2026-02-13T10:34:00,2026-02,Organic Search,Organic Maps,organic,Mobile,SA,1,3,0,1,1,1,0,0,0,,1088.07,,,33.33,0,answered,opportunity,no_answer
INT-00383,CALL-030382,LEAD-050431,ENQ-07191,CUST-01144,2026-01-02,2026-01-02T10:56:00,2026-01,Paid Search,Emergency Lead Capture,cpc,Desktop,SA,2,3,1,1,1,0,0,0,0,299.99,,,,33.33,0,voicemail,qualified,lost
INT-00384,CALL-030383,LEAD-050432,ENQ-07191,CUST-01140,2026-03-26,2026-03-26T10:11:00,2026-03,Paid Search,Brand Protect AU,cpc,Tablet,WA,6,3,3,0,1,0,0,0,0,596.57,,,,0,0,abandoned,new,no_answer
INT-00385,CALL-030384,LEAD-050433,ENQ-07192,CUST-01135,2026-01-06,2026-01-06T10:01:00,2026-01,Paid Search,Brand Protect AU,cpc,Desktop,SA,4,2,2,0,1,0,0,0,0,615.16,,,,0,0,abandoned,opportunity,no_answer
INT-00386,,LEAD-050435,ENQ-07192,CUST-DUP-08,2026-02-20,2026-02-20T11:31:00,2026-02,Paid Search,Emergency Lead Capture,cpc,Desktop,SA,3,1,1,0,1,0,0,0,0,170.74,,,,0,0,voicemail,closed_lost,booked
INT-00387,,LEAD-050436,ENQ-07193,CUST-01141,2026-02-24,2026-02-24T14:48:00,2026-02,Paid Search,High Intent Search,cpc,Mobile,SA,1,2,0,1,1,0,0,0,0,160.58,,,,50,0,answered,qualified,booked
INT-00388,,LEAD-050437,ENQ-07193,CUST-01134,2025-12-17,2025-12-17T17:37:00,2025-12,Direct,Returning Visitors,direct,Desktop,SA,3,1,1,0,1,0,0,0,0,,,,,0,0,answered,closed_won,won
INT-00389,CALL-030388,LEAD-050438,ENQ-07194,CUST-01138,2026-02-03,2026-02-03T09:19:00,2026-02,Paid Search,Emergency Lead Capture,cpc,Mobile,QLD,2,4,1,5,1,3,1,2,1,,2776.58,6076.98,,,25,missed,closed_won,booked
INT-00390,CALL-030389,LEAD-050439,ENQ-07194,CUST-01142,2026-02-20,2026-02-20T14:42:00,2026-02,Paid Search,High Intent Search,cpc,Tablet,TAS,4,3,2,2,1,1,0,0,0,613.07,,,,66.67,0,voicemail,opportunity,lost
INT-00391,CALL-030390,,ENQ-07195,CUST-01143,2026-01-16,2026-01-16T10:15:00,2026-01,Direct,Phone Number Recall,direct,Mobile,NSW,2,3,0,2,1,1,0,0,0,,1200.79,,,66.67,0,voicemail,opportunity,booked
INT-00392,CALL-030391,,ENQ-DUP-023,CUST-01143,2025-12-23,2025-12-23T13:14:00,2025-12,Paid Search,High Intent Search,cpc,Mobile,QLD,4,4,2,2,1,1,0,0,0,440.25,,,,50,0,abandoned,opportunity,no_answer
INT-00393,CALL-030392,LEAD-050442,ENQ-07196,CUST-01137,2026-01-27,2026-01-27T16:04:00,2026-01,Paid Search,High Intent Search,cpc,Desktop,QLD,3,5,1,3,1,1,0,1,1,512.57,,2408.43,,60,0,abandoned,opportunity,booked
INT-00394,CALL-030393,LEAD-050444,ENQ-07196,CUST-01145,2025-12-29,2025-12-29T16:15:00,2025-12,Paid Search,Emergency Lead Capture,cpc,Desktop,VIC,3,3,0,2,1,1,0,0,0,,1230.02,,,66.67,0,voicemail,opportunity,no_answer
INT-00395,CALL-030394,LEAD-050445,ENQ-07197,CUST-01143,2026-01-01,2026-01-01T12:07:00,2026-01,Display,Display Awareness,display,Mobile,NSW,2,4,0,1,1,0,0,1,1,,,657.48,,25,0,abandoned,qualified,booked
INT-00396,CALL-030395,,ENQ-07197,CUST-01135,2026-03-09,2026-03-09T14:07:00,2026-03,Display,Display Awareness,display,Mobile,WA,2,2,1,0,1,0,0,0,0,204.75,,,,0,0,answered,new,no_answer
INT-00397,CALL-030396,LEAD-050447,ENQ-07198,CUST-DUP-00,2026-01-27,2026-01-27T08:05:00,2026-01,Direct,Direct / Unknown,direct,Mobile,WA,1,1,0,0,0,1,0,0,0,,938.19,,,0,0,abandoned,opportunity,pending
INT-00398,CALL-030397,LEAD-050448,ENQ-07198,CUST-01141,2026-02-19,2026-02-19T15:45:00,2026-02,Paid Social,Retargeting Social,cpc,Tablet,NSW,2,5,0,2,1,1,0,1,1,380.47,1476.41,761.27,,40,0,abandoned,opportunity,booked
INT-00399,CALL-030398,,ENQ-07199,CUST-01142,2026-02-24,2026-02-24T13:24:00,2026-02,Organic Search,Organic Maps,organic,Mobile,QLD,2,4,0,1,1,0,0,0,0,,,,,,0,answered,qualified,no_answer
INT-00400,,LEAD-050450,ENQ-07199,CUST-01137,2026-01-21,2026-01-21T11:59:00,2026-01,Paid Social,Retargeting Social,cpc,Tablet,NSW,5,0,1,0,1,0,0,0,0,401.77,,,,,,voicemail,disqualified,pending
INT-00401,,,ENQ-07200,CUST-01136,2026-03-19,2026-03-19T11:25:00,2026-03,Organic Search,Organic Maps,organic,Tablet,QLD,2,4,1,1,1,0,0,0,0,,,,,25,,answered,qualified,won
INT-00402,,LEAD-050453,ENQ-07200,CUST-01149,2026-01-04,2026-01-04T08:43:00,2026-01,Organic Search,Organic Maps,organic,Tablet,NSW,3,4,1,1,1,0,0,0,0,,,,,25,0,answered,qualified,no_answer
INT-00403,,LEAD-050454,ENQ-07201,CUST-01148,2026-01-29,2026-01-29T15:41:00,2026-01,Paid Social,Retargeting Social,cpc,Mobile,WA,1,6,0,2,1,1,0,0,0,415.62,509.24,,,33.33,,abandoned,opportunity,pending
INT-00404,,LEAD-050455,ENQ-07201,CUST-01147,2025-12-15,2025-12-15T08:09:00,2025-12,paid social,Meta Lead Gen NSW,cpc,Tablet,NSW,2,2,1,0,1,0,0,0,0,297.22,,,,0,0,missed,disqualified,lost
INT-00405,CALL-030404,LEAD-050456,ENQ-07202,CUST-01148,2025-12-23,2025-12-23T12:38:00,2025-12,Email,Newsletter Promo,email,Mobile,QLD,3,5,1,3,1,1,0,0,0,,,,,142,0,abandoned,opportunity,booked
INT-00406,CALL-030405,LEAD-050457,ENQ-07202,CUST-01147,2026-02-28,2026-02-28T17:55:00,2026-02,Paid Social,Meta Lead Gen NSW,cpc,Desktop,SA,1,4,0,1,1,0,0,0,0,232.64,,,,25,0,voicemail,qualified,lost
INT-00407,,LEAD-050458,ENQ-07203,CUST-01149,2026-02-03,2026-02-03T10:19:00,2026-02,Organic Search,ORGANIC MAPS,organic,Tablet,NSW,2,3,0,2,1,1,0,0,0,,1192,,,66.67,0,answered,opportunity,won
INT-00408,CALL-030407,LEAD-050459,ENQ-07203,CUST-DUP-01,2026-01-26,2026-01-26T12:37:00,2026-01,Paid Social,Lookalike Call Trial,CPC,Mobile,SA,1,0,0,0,0,0,0,0,0,113.25,,,,,,missed,qualified,pending
INT-00409,,LEAD-050461,ENQ-DUP-024,CUST-01136,2026-02-04,2026-02-04T08:40:00,2026-02,Direct,Direct / Unknown,direct,Mobile,NSW,4,1,1,0,1,0,0,0,0,,,,,0,0,missed,qualified,won
INT-00410,,,ENQ-07204,CUST-01141,2025-12-30,2025-12-30T10:05:00,2025-12,Paid Search,High Intent Search,cpc,Tablet,VIC,5,1,2,0,1,0,0,0,0,658.37,,,,0,0,missed,opportunity,won
INT-00411,CALL-030410,LEAD-050463,ENQ-07205,CUST-01145,2026-03-19,2026-03-19T12:06:00,2026-03,Organic Search,Organic Maps,organic,Mobile,NSW,0,2,0,0,0,0,0,0,0,,,,,0,0,answered,closed_won,won
INT-00412,,LEAD-050464,ENQ-07205,CUST-01145,2026-01-05,2026-01-05T09:46:00,2026-01,Organic Search,SEO Local Pages,organic,Tablet,WA,0,2,0,1,1,0,0,0,0,,,,,50,0,missed,qualified,pending
INT-00413,,,ENQ-07206,CUST-01145,2026-01-01,2026-01-01T13:32:00,2026-01,Email,Quote Follow Up,email,Mobile,TAS,2,1,0,0,0,0,0,1,1,,,2020.53,,0,0,missed,new,booked
INT-00414,CALL-030413,LEAD-050466,ENQ-07206,CUST-01138,2026-01-28,2026-01-28T09:18:00,2026-01,Organic Search,Content Hub,organic,Tablet,VIC,0,0,0,0,1,0,0,0,0,,,,,,,abandoned,qualified,no_answer
INT-00415,CALL-030414,,ENQ-07207,CUST-01142,2026-03-29,2026-03-29T14:30:00,2026-03,Paid Search,Emergency Lead Capture,cpc,Tablet,TAS,4,3,2,1,1,0,0,0,0,467.87,,,,,0,answered,qualified,won
INT-00416,CALL-030415,,ENQ-07207,CUST-01138,2026-03-25,2026-03-25T12:41:00,2026-03,Email,Newsletter Promo,email,Tablet,NSW,0,5,0,1,1,0,0,0,0,,,,,20,0,answered,qualified,booked
INT-00417,CALL-030416,LEAD-050470,ENQ-07208,CUST-01147,2026-03-14,2026-03-14T14:15:00,2026-03,Direct,Returning Visitors,direct,Mobile,VIC,4,1,2,0,1,0,0,0,0,,,,,0,0,voicemail,new,no_answer
INT-00418,CALL-030417,,ENQ-07208,CUST-01151,2025-12-16,2025-12-16T17:05:00,2025-12,Paid Search,Emergency Lead Capture,cpc,Tablet,VIC,4,5,1,1,1,0,0,1,1,419.76,,1812.66,,20,0,abandoned,qualified,booked
INT-00419,,LEAD-050472,ENQ-07209,CUST-DUP-02,2026-01-25,2026-01-25T14:47:00,2026-01,Email,Newsletter Promo,email,Tablet,VIC,2,5,1,1,1,0,0,0,0,,,,,20,0,missed,qualified,won
INT-00420,,,ENQ-07209,CUST-01142,2026-02-04,2026-02-04T09:00:00,2026-02,Paid Search,High Intent Search,cpc,Desktop,TAS,1,2,0,1,1,1,0,0,0,151.67,2099.27,,,50,0,answered,opportunity,no_answer
INT-00421,CALL-030420,LEAD-050474,ENQ-07210,CUST-01157,2026-03-30,2026-03-30T11:39:00,2026-03,Paid Search,Brand Protect AU,cpc,Tablet,SA,3,2,0,1,1,0,0,0,0,252.51,,,,50,0,voicemail,qualified,lost
INT-00422,,LEAD-050475,ENQ-07210,CUST-01145,2026-02-02,2026-02-02T10:20:00,2026-02,Paid Social,Meta Lead Gen NSW,cpc,Mobile,NSW,4,3,2,2,1,1,0,1,1,510.97,,1212.48,,66.67,0,missed,opportunity,booked
INT-00423,,,ENQ-07211,CUST-01146,2026-03-27,2026-03-27T13:41:00,2026-03,Organic Search,SEO Local Pages,organic,Tablet,QLD,1,4,0,2,1,1,0,0,0,,338.16,,,50,0,answered,opportunity,won
INT-00424,,LEAD-050477,ENQ-07211,CUST-01155,2026-01-26,2026-01-26T14:09:00,2026-01,Direct,Phone Number Recall,direct,Tablet,VIC,0,1,0,0,0,0,0,0,0,2,,,,0,0,answered,closed_lost,pending
INT-00425,,LEAD-050479,ENQ-07212,CUST-01155,2026-01-01,2026-01-01T17:37:00,2026-01,Organic Search,Organic Maps,organic,Tablet,WA,0,3,0,1,1,0,0,0,0,,,,,33.33,0,voicemail,qualified,lost
INT-00426,,LEAD-050480,ENQ-DUP-025,CUST-01152,2026-02-20,2026-02-20T13:36:00,2026-02,Display,Programmatic Retargeting,display,Tablet,TAS,6,5,2,1,1,0,0,0,0,943.51,,,,20,0,voicemail,qualified,no_answer
INT-00427,CALL-030426,LEAD-050481,ENQ-07213,CUST-01149,2026-01-01,2026-01-01T15:47:00,2026-01,Paid Social,Meta Lead Gen NSW,cpc,Tablet,TAS,2,4,0,2,1,0,0,0,0,507.83,,,,50,0,abandoned,qualified,no_answer
INT-00428,,LEAD-050482,ENQ-07213,CUST-01151,2026-02-21,2026-02-21T12:10:00,2026-02,Email,Nurture Reactivation,email,Mobile,SA,0,4,0,2,1,1,0,0,0,,624.57,,,50,0,voicemail,opportunity,won
INT-00429,,,ENQ-07214,CUST-01142,2025-12-27,2025-12-27T12:23:00,2025-12,Organic Search,Organic Maps,organic,Tablet,VIC,3,3,1,1,1,0,0,0,0,,,,,33.33,0,missed,qualified,won
INT-00430,CALL-030429,LEAD-050484,ENQ-07214,CUST-DUP-03,2026-01-31,2026-01-31T16:46:00,2026-01,Display,YouTube Display,display,Tablet,WA,0,5,0,3,1,3,1,1,1,234.29,,1919.02,1980.9,60,20,answered,closed_won,booked
INT-00431,,LEAD-050485,ENQ-07215,CUST-01152,2026-01-15,2026-01-15T14:47:00,2026-01,Paid Search,Brand Protect AU,cpc,Tablet,TAS,1,0,0,0,0,0,0,1,1,101.45,,2072.08,,,,voicemail,closed_lost,booked
INT-00432,,,ENQ-07215,CUST-01154,2026-03-24,2026-03-24T09:12:00,2026-03,Paid Social,Lookalike Call Trial,cpc,Tablet,QLD,5,6,1,3,1,2,1,2,1,586.45,3097.17,1455.49,2178.06,50,16.67,abandoned,closed_won,booked
INT-00433,,LEAD-050488,ENQ-07216,CUST-01158,2026-02-03,2026-02-03T15:35:00,2026-02,Paid Social,Lookalike Call Trial,cpc,Desktop,VIC,2,1,1,0,1,0,0,1,1,297.68,,1406.44,,0,0,missed,closed_won,booked
INT-00434,CALL-030433,LEAD-050489,ENQ-07216,CUST-01155,2026-02-27,2026-02-27T12:59:00,2026-02,Paid Social,Lookalike Call Trial,cpc,Mobile,QLD,2,2,0,1,1,0,0,0,0,286.48,,,,50,0,answered,qualified,booked
INT-00435,CALL-030434,LEAD-050490,ENQ-07217,CUST-01145,2025-12-15,2025-12-15T14:25:00,2025-12,direct,Direct / Unknown,direct,Mobile,WA,2,3,0,1,1,0,0,0,0,,,,,33.33,0,answered,qualified,booked
INT-00436,CALL-030435,LEAD-050491,ENQ-07217,CUST-01160,2025-12-25,2025-12-25T17:34:00,2025-12,Paid Search,HIGH INTENT SEARCH,cpc,Mobile,NSW,2,1,0,0,0,0,0,1,1,183.23,,784.62,,0,0,abandoned,opportunity,booked
INT-00437,CALL-030436,LEAD-050492,ENQ-07218,CUST-01161,2026-01-18,2026-01-18T13:29:00,2026-01,Paid Search,Emergency Lead Capture,cpc,Tablet,WA,3,2,1,1,1,0,0,0,0,434.99,,,,50,0,answered,qualified,no_answer
INT-00438,,LEAD-050493,ENQ-07218,CUST-01159,2026-01-25,2026-01-25T09:57:00,2026-01,Paid Search,Emergency Lead Capture,cpc,Tablet,SA,6,2,1,1,1,0,0,0,0,421.19,,,,,0,missed,qualified,lost
INT-00439,CALL-030438,LEAD-050494,ENQ-07219,CUST-01150,2026-01-30,2026-01-30T09:36:00,2026-01,Paid Search,Emergency Lead Capture,cpc,Mobile,TAS,5,4,2,1,1,0,0,0,0,415.16,,,,,0,abandoned,qualified,no_answer
INT-00440,CALL-030439,LEAD-050496,ENQ-07219,CUST-01156,2025-12-28,2025-12-28T14:21:00,2025-12,Referral,Affiliate Warm Leads,referral,Tablet,NSW,1,1,0,0,0,0,0,0,0,,,,,0,0,voicemail,closed_won,no_answer
